Fecha,POLYGON,TIENE_ALGA,NOMBRE_FICHERO,
28-02-2023,"POLYGON ((-7.382250981029454 39.65192809129188, -7.380269937866665 39.651900475709574, -7.380294881197719 39.65083188350653, -7.382275893885526 39.65085949804734, -7.382250981029454 39.65192809129188))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.381712833386083 39.65072539984521, -7.380297827172666 39.65070567181512, -7.3803184484780795 39.64982218989308, -7.381733436695457 39.64984191730803, -7.381712833386083 39.65072539984521))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.380151532373878 39.6515627521718, -7.377333887107421 39.65152341339354, -7.377358334883249 39.65047793384206, -7.380175937743156 39.65051727116878, -7.380151532373878 39.6515627521718))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.377086979229764 39.651586695573215, -7.375051527060984 39.65155823055381, -7.3750812791044185 39.6502877028532, -7.3771166940449255 39.650316166596205, -7.377086979229764 39.651586695573215))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.374749118635775 39.65145299628037, -7.372517747630636 39.65142174460724, -7.372547545909763 39.6501512184756, -7.37477887610363 39.65018246874738, -7.374749118635775 39.65145299628037))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.355355929773733 39.64647898123312, -7.353853313584189 39.646457690522126, -7.353870533855118 39.64573167095201, -7.35537313434314 39.645752961117445, -7.355355929773733 39.64647898123312))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.340268013650186 39.643030271595975, -7.340395909683675 39.64282938237054, -7.339636800269106 39.64231849585141, -7.339015664820871 39.64188615993235, -7.338816560592238 39.64141030542241, -7.338454371193215 39.641175377816225, -7.337977554314297 39.641317213857164, -7.337602992539926 39.641568627535435, -7.337089604466412 39.64177750871483, -7.336890185131665 39.642044942342665, -7.337343602007879 39.64215054109712, -7.337972277126936 39.64226765616463, -7.338512207239223 39.64241052710624, -7.339139270575449 39.642595185172006, -7.339139270575449 39.642595185172006, -7.340268013650186 39.643030271595975))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.322285276953926 39.64711000067039, -7.3209329281180215 39.646495819250234, -7.321721452016635 39.64578644781231, -7.3221526025061126 39.64608999588433, -7.322910467332243 39.64592525579217, -7.323149973193551 39.64617197449979, -7.323149973193551 39.64617197449979, -7.322285276953926 39.64711000067039))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.316507829776002 39.6503734600842, -7.316810898062174 39.650161622668456, -7.31526681625053 39.649463509548326, -7.313555414942546 39.64917738850652, -7.311990976051324 39.64934836426657, -7.311283834398859 39.6495813422919, -7.312152723305741 39.65063458535919, -7.312152723305741 39.65063458535919, -7.316507829776002 39.6503734600842))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.30896778322942 39.651809049766825, -7.31169315758055 39.650781067949076, -7.310858678084186 39.64975084606749, -7.308985561982678 39.651079530350394, -7.308985561982678 39.651079530350394, -7.30896778322942 39.651809049766825))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.299503873261181 39.65445030381111, -7.299777021804807 39.65403535738961, -7.299065564201774 39.65372762118977, -7.299078259734472 39.65320975530621, -7.298115777630418 39.65312808073598, -7.297338011521789 39.65264367500695, -7.296003381199075 39.653448475471905, -7.294745822555497 39.65396158038085, -7.294488793379842 39.654430809073986, -7.295002279490962 39.65493838229913, -7.296152226823676 39.65453631572935, -7.296152226823676 39.65453631572935, -7.299503873261181 39.65445030381111))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.2943337100700285 39.655475829489596, -7.292981222374785 39.655455954552565, -7.293004800826948 39.654497640059674, -7.294357269862838 39.65451751432452, -7.2943337100700285 39.655475829489596))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.293168333496039 39.656078180963334, -7.292225773273608 39.65518588723154, -7.29110742078136 39.65572352341674, -7.290902127269338 39.656220533972345, -7.290842261630347 39.65652147393324, -7.29060367260208 39.656950421883856, -7.291730391688952 39.65749406422911, -7.291730391688952 39.65749406422911, -7.293168333496039 39.656078180963334))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.291540800446053 39.65806338345554, -7.290175758956182 39.657227923452446, -7.289568733376225 39.65767847200594, -7.289494203760082 39.65857382756897, -7.288807373702698 39.65868533700354, -7.288209631104016 39.65943783591898, -7.287360482526697 39.65974965913149, -7.288494698414335 39.660698874388174, -7.289929603108742 39.6593820934964, -7.290404084078069 39.6593440325821, -7.290772748992623 39.658633198242406, -7.290772748992623 39.658633198242406, -7.291540800446053 39.65806338345554))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.288070642810874 39.6608187570821, -7.287042140919606 39.65986659253125, -7.2856543064604065 39.65995422509314, -7.285221679197721 39.660420839491046, -7.283917608222468 39.660685374884714, -7.282909275044333 39.66103986029995, -7.281181166952754 39.66139269371103, -7.279043270942674 39.66134751201843, -7.279001930349252 39.66301366924634, -7.281244405452127 39.66239819685523, -7.2828122108284825 39.66210605908722, -7.284553404746682 39.66190205277012, -7.28605088668816 39.661653879926774, -7.2869551698958 39.66123476511911, -7.2869551698958 39.66123476511911, -7.288070642810874 39.6608187570821))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.278778126572177 39.66275743964248, -7.277027800771265 39.66273147958889, -7.277049883809547 39.66184249172875, -7.2788001872038475 39.661868450967894, -7.278778126572177 39.66275743964248))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.27669884131462 39.66322276798471, -7.2767328535854405 39.66185381892679, -7.2748715858780395 39.661934294668065, -7.273309247852664 39.66200567196549, -7.272066966257378 39.66189259086166, -7.271865444525896 39.66223195501464, -7.2707196145035375 39.662458153471945, -7.269766100264914 39.66271423521499, -7.270047797479749 39.66336712082638, -7.2707217886916915 39.66377358142841, -7.2719938647052285 39.663423128245775, -7.273313489379963 39.66324004499899, -7.2744552917578496 39.66317593324382, -7.274906837713139 39.66335832939229, -7.27578533278213 39.66327677783905, -7.27578533278213 39.66327677783905, -7.27669884131462 39.66322276798471))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.270012683839723 39.664073847896255, -7.269340146274234 39.66293763073294, -7.267553980022561 39.663510128986005, -7.265603915437236 39.66364318801566, -7.264803000945984 39.66411773731523, -7.2625842448077815 39.66447647314497, -7.262671292769261 39.66588777003809, -7.265490303170161 39.665389343969586, -7.266782223191026 39.664917615885486, -7.266782223191026 39.664917615885486, -7.270012683839723 39.664073847896255))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.262204449476649 39.66533317318364, -7.260053988530532 39.66530096711306, -7.260070473122902 39.66464389533326, -7.262220913720138 39.66467610065705, -7.262204449476649 39.66533317318364))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.220648521079033 39.661390793543106, -7.221061194411738 39.66018533689102, -7.219123372753136 39.6596150600257, -7.219131505754048 39.66094408840864, -7.219131505754048 39.66094408840864, -7.220648521079033 39.661390793543106))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.2106970067502205 39.66120632824679, -7.210206549893391 39.660478008404525, -7.209610211075504 39.660549900029324, -7.209411739085247 39.66084415316543, -7.20866985750489 39.66079667175071, -7.208173440842425 39.66111785890536, -7.208779508957494 39.66148759057346, -7.208936866628568 39.66196752180065, -7.208936866628568 39.66196752180065, -7.2106970067502205 39.66120632824679))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.192479584930316 39.66054575865488, -7.190638203180911 39.6603368885001, -7.190472661747379 39.659365788473615, -7.192549513876669 39.65948372719013, -7.192549513876669 39.65948372719013, -7.192479584930316 39.66054575865488))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.169710699056424 39.65651770965326, -7.169705681402974 39.656017604642756, -7.170559214080111 39.655585086896735, -7.169626960312027 39.65502532124745, -7.169307385103278 39.65518245364076, -7.16836039083389 39.655154004602124, -7.166771974515283 39.65552535359061, -7.166698483987013 39.65632153167064, -7.168435542224632 39.65630840294396, -7.168435542224632 39.65630840294396, -7.169710699056424 39.65651770965326))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.166399929194471 39.65631681731959, -7.166434543434557 39.65566868186328, -7.164646502928131 39.65562691804987, -7.163213366561339 39.65541505686932, -7.162461975291354 39.65531757803726, -7.1603390906926885 39.654662309140654, -7.159031827301153 39.65500647304581, -7.159930472960852 39.65551173380913, -7.161625038697858 39.65578183179104, -7.162704333336151 39.65609622769999, -7.164172077122733 39.65632215662874, -7.165466482113202 39.65646424319358, -7.165466482113202 39.65646424319358, -7.166399929194471 39.65631681731959))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.151995655227019 39.653768516912315, -7.15150215495481 39.653179551101566, -7.151775810315608 39.652778481492575, -7.150235765436516 39.652645844011055, -7.149505025411853 39.65374236416274, -7.149505025411853 39.65374236416274, -7.151995655227019 39.653768516912315))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.140782509359858 39.65602656606698, -7.141292249109146 39.655408570454455, -7.141279805268619 39.65424164734646, -7.140314450453913 39.65457305364492, -7.140168052523101 39.655142808838754, -7.138975054560261 39.655839944589665, -7.137510047564986 39.65641107736834, -7.138163517676153 39.656926086694234, -7.1394903383561115 39.65664553858961, -7.1394903383561115 39.65664553858961, -7.140782509359858 39.65602656606698))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.13453867090954 39.65908873165198, -7.13453255094222 39.65823273659986, -7.133995392441548 39.65826915218364, -7.133141731928958 39.65875094866805, -7.132648138476449 39.658765534845685, -7.132147633682471 39.65903677667888, -7.131783658280431 39.6591075009151, -7.131386065750006 39.65931732922446, -7.132073022121214 39.660211307685636, -7.133411924056986 39.659485057141595, -7.133411924056986 39.659485057141595, -7.13453867090954 39.65908873165198))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.106745324275923 39.66439586670521, -7.106886004306517 39.6640197656672, -7.107474897738185 39.66369151371621, -7.107306624970966 39.66347704962216, -7.106482834266186 39.66392309698837, -7.104912818650288 39.664055145430694, -7.103927266755785 39.6640480638631, -7.103986190564929 39.66453102913941, -7.106000009935691 39.664608945666565, -7.106000009935691 39.664608945666565, -7.106745324275923 39.66439586670521))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
28-02-2023,"POLYGON ((-7.092385379851065 39.664048195246465, -7.0933095203103615 39.6631354083265, -7.092321138009244 39.663231789776994, -7.0917836785470945 39.66327701385088, -7.091355263658657 39.663013204114606, -7.090800761993811 39.66314823738561, -7.089629596386652 39.663029869358226, -7.089104889926197 39.663669910507345, -7.090314880877443 39.663410528160014, -7.091221879231235 39.66365067802467, -7.091503412158953 39.663957120824946, -7.091503412158953 39.663957120824946, -7.092385379851065 39.664048195246465))",0,S2B_MSIL2A_20230228T112119_N0509_R037_T29SPD_20230228T141938.zip,
